String ID,Dev Notes / Context,Character Limit,Text
"There is a bridge blocking the road to the town of Zakov.\nFrom what some of the Hunters have reported, it appears to still be in good condition.\nTo lower the bridge we will have to use the power grid from the mall. Part of the grid is not working and needs to be repaired, however, we do not know which one.\nIn the north area of the mall underground, where the back entrance is, there should be some documents that show the state of the power grid.\nIf you can get your hands on those documents we will know what we need to do.\nGood luck Hunter!",Quest descriptions,1024,"Un pont bloque la route vers la ville de Zakov.\nD’après certains Chasseurs, il est encore en bon état.\nPour l’abaisser, nous devrons utiliser le réseau électrique du centre commercial. Une partie du réseau est hors service et doit être réparée, mais nous ignorons laquelle.\nDans la zone nord du sous-sol du centre, près de l’entrée arrière, il devrait y avoir des documents indiquant l’état du réseau.\nSi tu mets la main dessus, nous saurons quoi faire.\nBonne chance, Chasseur !"
Exploring Zakov,Quest names,64,Explorer Zakov
"Ha! Great job Hunter!\nThe train can now get to the city.\nFirst do a general survey, see what the city looks like.",Quest descriptions,1024,"Ha ! Beau boulot, Chasseur !\nLe train peut atteindre la ville.\nFais d’abord un repérage général, vois à quoi elle ressemble."
The guide,Quest names,64,Le guide
"Hey Hunter!\nI have a new challenge for you, survive all the maps.\nRest assured, you will be amply rewarded.",Quest descriptions,1024,"Hé, Chasseur !\nNouveau défi : survis sur toutes les cartes.\nTu seras largement récompensé."
Fire station documents,Quest names,64,Documents de la caserne de pompiers
Police station documents,Quest names,64,Documents du commissariat
"Hey soldier!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the police station.\nFind them and bring them back soldier.",Quest descriptions,1024,"Hé, soldat !\nMaintenant que nous avons établi un camp, il est temps d’entamer quelques missions. Des documents confidentiels se trouvent au commissariat.\nTrouve-les et ramène-les, soldat."
"Hey Hunter!\nNow that we've established an encampment, it's time to proceed with some missions. There are some classified douments in the fire station.\nFind them and bring them back Hunter.",Quest descriptions,1024,"Hé, Chasseur !\nLe camp est en place, on lance les missions. Des documents classifiés sont à la caserne de pompiers.\nTrouve-les et ramène-les, Chasseur."
Need for gasoline,Quest names,64,Besoin d’essence
"Good job soldier!\nNow we must find as many supplies for our vehicles as possible. There should be a gas station in the town.\nFind it, it will help your comrades.",Quest descriptions,1024,"Bon boulot, soldat !\nIl nous faut un maximum de ravitaillement pour nos véhicules. Il doit y avoir une station-service en ville.\nTrouve-la, ça aidera tes camarades."
Find the gas station in Zakov.,Quest objectives,64,Trouve la station-service de Zakov.
Health emergency,Quest names,64,Urgence sanitaire
Find the entrance of the pharmacy in Zakov.,Quest objectives,64,Trouve l’entrée de la pharmacie à Zakov.
"Hey Hunter!\nSome medical supplies always come in handy, there is a pharmacy in town.\nFind the entrance to the building.",Quest descriptions,1024,"Hé, Chasseur !\nDes fournitures médicales en plus ne feront pas de mal. Il y a une pharmacie en ville.\nTrouve l’entrée du bâtiment."
Zakov outpost,Quest names,64,Avant-poste de Zakov
Place the GPS marker in the contruction area in Zakov.,Quest objectives,64,Place le marqueur GPS dans la zone de construction à Zakov.
Hey soldier!\nNow that we can accere to Zakov it is time to establish a camp there. There should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nYour comrades will then take care of building the encampment.\nNow go!,Quest descriptions,1024,"Hé, soldat !\nMaintenant que nous avons accès à Zakov, il est temps d’y établir un camp. Il devrait y avoir une zone de construction dans le sud-est de la ville. Trouve le site et place un marqueur GPS au centre.\nTes camarades se chargeront ensuite de bâtir l’encampement.\nEn avant !"
Hey Hunter!\nNow that we can accere to Zakov it is time to establish a camp there.\nThere should be a construction zone in the southeast part of town. Find the site and place a GPS marker in the center of the site.\nMy men will then take care of building the encampment.\nGood luck Hunter!,Quest descriptions,1024,"Hé, chasseur !\nMaintenant que nous avons accès à Zakov, il est temps d’y établir un camp.\nIl devrait y avoir une zone de construction dans le sud-est de la ville. Trouve le site et place un marqueur GPS au centre.\nMes hommes se chargeront ensuite d’ériger le campement.\nBonne chance, chasseur !"
Repair the power grid in the mall.,Quest objectives,64,Réparer le réseau électrique du centre commercial.
The bridge to Zakov,Quest names,64,Le pont vers Zakov
"Mmm...\nIt seems that the power grid is not working because there is a malfunctioning pylon.\nThe good news is that it can be accessed directly in the northern part of the mall. The bad is that that area is fenced off and is full of radiation and anomalies.\nYou will have to look for an underground passage Hunter, hopefully the Ghouls have already dug one. I am sure it is in the northeast area of the mall.\nGo there and look for the tunnel entrance, make your way through the Ghouls and come out the other side.\nOnce you get there you will have to repair the malfunctioning pylon, I will give you the repair kit.\nOh, last thing Hunter... Bring some anti-radiation pills or equip a good suit to protect you from radiation, you will need them.\nGood luck Hunter!",Quest descriptions,1024,"Mmm...\nOn dirait que le réseau électrique est en panne à cause d’un pylône défectueux.\nLa bonne nouvelle, c’est qu’on peut y accéder directement depuis la partie nord du centre commercial. La mauvaise, c’est que la zone est bouclée et saturée de radiations et d’anomalies.\nTu vas devoir chercher un passage souterrain, Chasseur. Avec un peu de chance, les Ghouls en ont déjà creusé un. Je suis sûr qu’il se trouve au nord-est du centre commercial.\nRends‑toi là‑bas, trouve l’entrée du tunnel, fraye‑toi un chemin à travers les Ghouls et ressors de l’autre côté.\nUne fois sur place, tu devras réparer le pylône défectueux. Je te donnerai le kit de réparation.\nOh, une dernière chose, Chasseur... Prends des pilules antiradiation ou équipe‑toi d’une bonne combinaison pour te protéger des radiations, tu en auras besoin.\nBonne chance, Chasseur !"
The Psy Helmet p.1,Quest names,64,Le casque Psy p.1
Laboratory elevator key,Keys,64,Clé de l’ascenseur du laboratoire
Key used to access the elevator of the laboratory,Item names or description,64,Clé permettant d’accéder à l’ascenseur du laboratoire
"Want to learn more about the crystal, Hunter?For now you are a mere human and can do nothing against it.\nI will give you my Psy Helmet, it has served me well in the past. To work, however, it needs some adjustment with the same technology that the Crimson Corporation used to carry out studies in Zakov.\nIn the lab in the makeshift camp there is an elevator that will take you to where they used to carry out experiments.\nTo access it, however, you need the key card. From what I know, right after everything went to hell, the Crimson Corporation blocked the elevator. I dare not imagine the fear and horrors they suffered in their last moments of life.\nOnly one of them managed to escape, Dr. Frolov. I highly doubt that he returned with the Crimson Corporation, too afraid of the consequences.\nI don't think he went far; he must be holed up somewhere in the industrial zone.\nI know the pricipal Oil Factory facility in the industrial zone has some very secure locked rooms, I would start looking for him there....",Quest descriptions,1024,"Tu veux en savoir plus sur le cristal, Chasseur ? Pour l’instant, tu n’es qu’un simple humain et tu ne peux rien contre lui.\nJe vais te donner mon casque Psy, il m’a bien servi. Mais pour fonctionner, il doit être ajusté avec la même technologie que la Crimson Corporation utilisait pour ses études à Zakov.\nDans le labo du camp de fortune, il y a un ascenseur qui te mènera là où ils faisaient leurs expériences.\nPour y accéder, il te faut la carte d’accès. D’après ce que je sais, juste après que tout a tourné au désastre, la Crimson Corporation a verrouillé l’ascenseur. Je n’ose imaginer la peur et les horreurs de leurs derniers instants.\nSeul l’un d’eux a réussi à fuir, le Dr Frolov. Je doute fort qu’il soit retourné à la Crimson Corporation, trop effrayé par les conséquences.\nJe ne pense pas qu’il soit allé loin ; il doit être planqué quelque part dans la zone industrielle.\nJe sais que le bâtiment principal de l’usine de carburant dans la zone industrielle a des salles très sécurisées. Je commencerais à le chercher là-bas..."
Violet crystal,Item names or description,64,Cristal violet
Psy Helmet,Item names or description,64,Casque Psy
The Psy Helmet p.2,Quest names,64,Le casque Psy p.2
"So Frolov is dead.\nI'm not surprised; he didn't have the skills to survive out there.\nNow that you have the key you can go to the lab in the makeshift camp and take the elevator.\nThey were conducting experiments with radiation there, try to find the machine they used to study it and retrieve one of its electrical circuits.\nWith that I can modify my Psy Helmet for you.",Quest descriptions,1024,"Alors Frolov est mort.\nÇa ne m’étonne pas : il n’avait pas les compétences pour survivre là‑dehors.\nMaintenant que tu as la clé, tu peux aller au labo du camp de fortune et prendre l’ascenseur.\nIls y menaient des expériences sur la radiation ; essaie de trouver la machine qu’ils utilisaient pour l’étudier et récupère un de ses circuits électriques.\nAvec ça, je pourrai modifier mon casque Psi pour toi."
Take Elevator,Interactions,64,Prendre l’ascenseur
"The time has come, Hunter...\nTake your helmet with you and go to the swamp.\nFace the crystal... Face the outer deity....\nIf you survive, maybe we can put an end to this.",Quest descriptions,1024,"L’heure est venue, Chasseur...\nPrends ton casque et rends-toi au marais.\nAffronte le cristal... Affronte la divinité extérieure...\nSi tu survis, peut-être pourrons-nous en finir."
Face the Crystal in the swamp,Quest objectives,64,Affronter le cristal dans le marais
Outer Deity,Quest names,64,Divinité extérieure
Revelations,Quest names,64,Révélations
"You are still alive... This is very... curious...\nIt must mean that ... um, I'm not sure yet....\nAt this point I would say we can proceed. Be patient Hunter, soon all your questions will be answered.\nSomething must have happened just before the explosion at the nuclear plant, something that set all these events in motion.\nI knew a person at the plant, he worked closely with the crystal that was there. He was a smart person and he asked a lot of moral questions about how the studies were supposed to proceed and what the consequences were.\nIf I knew him well, I'm sure he was able to escape before the explosion and take some documents with him.\nTry looking for the documents in the offices located northwest of the city.\nAlso search his house, it is located on the second floor of the large apartment block, the ones that divide the central area and the old communist urban area.",Quest descriptions,1024,"Tu es encore en vie... C’est très... curieux...\nCela doit vouloir dire que... euh, je ne sais pas encore...\nÀ ce stade, je dirais qu’on peut continuer. Sois patient, Chasseur, bientôt toutes tes questions auront une réponse.\nIl a dû se passer quelque chose juste avant l’explosion à la centrale nucléaire, quelque chose qui a tout déclenché.\nJe connaissais quelqu’un à la centrale, il travaillait de près avec le cristal qui s’y trouvait. C’était quelqu’un d’intelligent, qui posait beaucoup de questions morales sur la manière de mener les études et leurs conséquences.\nSi je le connais bien, je suis sûr qu’il a pu s’échapper avant l’explosion et emporter des documents avec lui.\nEssaie de chercher les documents dans les bureaux situés au nord-ouest de la ville.\nFouille aussi sa maison : elle se trouve au deuxième étage du grand bloc d’appartements qui sépare le centre de l’ancienne zone urbaine communiste."
